,information
95,"맛있어요. 다들 아는 그맛ㅎㅎ
아이가 먹고 싶다해서 구매했는데 작은포장이라 한번에 두개는 기본이네요 좋아요^^"
96,
97,"늘 쟁여놓는 과자에요
아이들이 한번 먹기에도 양이 딱이고
친구들 놀러와도~
외출시에 가지고 다니기에도
여러모로 고래밥이 만만하고 좋아요 ㅋ"
98,고래밥 좋아하는데 적은 양으로 포장한게 좋아서 구매했어요. 한봉지 다 먹지 못하고 남기는게 싫었는데 이게 딱이에요 굿입니다.
99,맛 만족도 예상보다 맛있어요
100,"상품평 쓰려고 급하게 다 먹어가는데 사진 찍음ㅋㅋ

아이가 엄청 좋아하는 과자예요. 마트가면 항상 골라오거든요.
이렇게 대량으로 싸게 살수있어서 좋네유"
101,맛 만족도 예상보다 맛있어요
102,"소포장되어 있어서 계속 구매중입니다~
편해요 ^^"
103,부피가 크지 않아 간식으로 가지고 다니기 편리합니다
104,맛 만족도 예상보다 맛있어요
105,상품평 못보고 샀는데 크기가 일반 슈퍼에서 파는 건줄 알았는데 작은 봉지라 당황.. 그래도 아이들 한번씩 먹기 좋은크기라 나름 만족ㅎ
106,맛 만족도 예상보다 맛있어요
107,"딸이 고래밥을 엄청 좋아해요
그래서 몰래 서프라이즈로
사줬더니만 팔짝팔짝 뛰고 난리났네요 ㅋㅋ (물고기 인줄 알았어요 ㅋㅋ)
특히 고래밥은 양념맛이 맛있대요"
108,"34개월 남아 키우는 맘입니다. 최대한 사탕 과자 안주고, 과일, 감자,고구마 이런 거로 버티려 했지만.....하지만 놀이터 나가서 나눠주고 얻어먹고, 할머니 놀러 오시며 손주 주신다고 사오고 하니 먹게 되더라구요.(구구절절 변명이기는 하네요..ㅎㅎ)

우연히 엄마도 먹고 아이도 주고 하려고 주문했는 데, 소포장 양이 엄마의 마음에 딱 맞네요. 양이 시중에 판매되는 제품보다 소량으로 들어있어, 한봉지씩 주면 딱 입니다.

안먹이면 더 좋지만 아이들 먹이기엔 좋네요. 단, 아이가 잠든 야밤에 엄마가 한번 뜯으면 두세봉지는 뚝딱입니다. 뱃살 주의!!!

재구매 의사 있습니다^^"
109,맛 만족도 괜찮아요
110,우리가 알던 그 고래밥입니당~맛잇죠~아시죠?~^-^근데 별 세개는 아주 작아서 ㅋㅋ진짜 애들 아주 귀여운 아가들주면 죠아할듯합니당~^-^
111,맛 만족도 예상보다 맛있어요
112,"오리온고래밥!!

아이들이바삭한식감과짭쪼롬한맛에중독되서..ㅎ

일반마트에서파는곽에들은게없어서

요거로구매~ 모양이다양해서겁나좋아라하네요"
113,맛 만족도 예상보다 맛있어요
114,"사이즈가 작긴 하지만 요즘같은 날씨엔 딱 좋은거 같아요
너무 습해서 과자 뜯는 순간 눅눅해지더라구요ㅜ
고래밥은 언제 먹어도 맛나요ㅎ"
115,유통기한 예상보다 넉넉해요
116,"으아 겁나 작은 봉지에
한입에 털어넣을 수 있을만큼의
고래밥이 들어있어요!
한입에 털어넣으니
작은 고래가 된 기분이예요ㅇㅅㅇ"
117,맛 만족도 예상보다 맛있어요
118,"안녕하세요 고래밥 처돌이 입니다..
작은 봉지라서..하루에 2개씩 먹어욬ㅋㅋㅋㅋ
감질맛나게 작지만..애기 몰래 숨겨두고 먹기 좋아요 ㅋ"
119,얼마난게 올까 햇는데 역시나네요 알고시킨거니 뭐 ㅋㅋ 잘먹을게요
120,울아이가 넘 좋아하는고래밥 가격대비 좋은 간식거리네요
121,"재구매에요^^
한번먹기 좋은 크기여서 좋은것 같아요
배송도 빠르고 만족100%에요
또 구매할게요"
122,맛 만족도 예상보다 맛있어요
123,"좋네요

몇봉지 들고 나들이 갈때 아이들한테

하나씩 주니 간편하고 아이들도 좋아하고

세상 편해요

맛나구요 강츄"
124,
125,"일단 고래밥 맛은 누구나 아는 그맛이에요

완전 짭짤하고 맛있다는 말입니다ㅎㅎㅎ

다이어트 중이라 이걸 막 한번에 많이 먹기는 좀 그래서ㅠㅠ

이거 시켜봤는데 한봉지에 한 100칼로리정도여서 하루 간식으로 딱 맛있게 먹을 수 있었어요!

근뎋ㅎㅎㅎㅎ 아시다시피.. 종이박스에 든거 한 통도 순삭인데
이거는 정말 먹다가 어..? 벌써..? 이런 느낌이에요ㅋㅋㅋㅋ

그래도 모두가 아는 그맛에 소분 돼잇어서 가볍게 먹기 좋아요~"
126,맛 만족도 예상보다 맛있어요
127,"계속 먹게되는 맛
너무 맛있어서 산걸 후회해요
순식간에 다 먹음"
128,
129,"세이보리한 과자가 너무 먹고 싶은데 보통 과자 한봉지는 500kcal 넘으니 요거 하나 먹고 입막음으로 좋음 이거 하나에 80kcal이었던가?
난 만족함 내 욕구 채워주고
맛은 한국사람이면 다 아는 그 맛
옴욤뇸"
130,"큰 박스안에 작은 봉지로 들었어요
아이들도 아빠도 잘 먹네요~~"
131,유통기한 예상보다 넉넉해요
132,고래밥먹고싶어서 구입했는데 크기가 앙증맞네요. 하나씩 먹기 딱좋아요.. 맛이야.. 다르지 않아요.
133,맛 만족도 괜찮아요
134,"고래밥 좋아하는데20g,씩 소분되있어서 좋아요 비오고 습해지면 금방 눅눅해져서 큰봉지로 된거 욕심내서 샀다가 반도 못먹고 버리게 되더라구요 전자렌지 돌려도 영 맛없고ㅠ
손바닥 만한거 10개씩 들어 있어서 귀엽고
봉지 안에도 질소보다 과자가 더 많아요
꽉 차있어서 기분좋아용
하지만 중요한건 한번에 두봉지 이상 먹어서 문제네요 ㅎㅎㅎ"
135,"생각보다 작긴하네요
먹기엔 좋을 것 같아요
가성비도 좋구요"
136,
137,"미니 고래밥 처음 사보는데 좋네요.
아이가 남기면 엄마 뱃살이 날로 늘어만 가는데,
한봉지 까도 남을일 없어 너무좋아요."
138,"아들이 고래밥을 좋아해서ㅎㅎ
간식용으로 좋네요"
139,한봉지씩 소량으로 들어가 있어서 혼자서 먹기 좋고 외출했을때도 들고 나가기 편하네요.
140,
141,아이가 간식으로 한번 먹을정도의 양이 낱개로 들어있네요. 질소가 좀 더 ㅋㅋ 충전되어있으면 좋겠어요 낱봉으로 갖고다니게요 짭짤해서인지 다른 어른이 과자 별로 안좋아하는 아이도 고래밥은 매우 좋아해요 다만 손에 과자 양념이 많이 묻어서 먹고나면 손을 꼭 씻어주어야해요. 한개짜리 고래밥은 열면 한번에 다 먹을 수 없었는데 요건 딱 맞는 양이라 좋네요. 배송도 상자 안찌그러지고 과자도 안부숴지고 잘 왔어요.
142,"회사에서 냠냠하게 먹을라구 구입!
큰봉지과자는 먹다보면 질리는데
이건 미니사이즈라 딱 좋아욤ㅋㅋㅋ

립틴트랑 사이즈 비교해봤는덕 작긴 엄청 작쥬~
그래도 질소가 많지않구 꽉 채워있어서 양은 괜찮더라구요ㅋ
상자 그대로 간식장에 디피하고 하나씩 꺼내먹고 있습니당~~
매일매일 먹어서 금방 다 먹을듯요!"
143,
144,"애들덕에 끊고살던 과자를 달고사네요~~~
술안주로도 제격...
요렇게 봉지로 파니 넘 좋아요
박스로살땐 버리기 번거로웠거든용 ㅋㅋㅋㅋ
고래밥짱!!!!!"
145,유통기한 설명과 비슷해요
146,"3140원 주고삿어요
미니라서 먹기좋고 딸한테 주기도 좋네여"
147,맛 만족도 괜찮아요
148,소포장 아이들이 끝까지 먹을수있는양 좋아요.안남겨서요
,information
0,['크라운 참쌀선과']
1,['설명없음']
2,"직장동료들과 정기적으로 구매해서 먹고 있어요~~^♡^
한 달에 한번씩, 또는 두 달에 한번씩은 구매하고 있는 것 같아요~♡

중독성 강해용ㅎㅎ
넘 맛있어요~
어릴 때 부터 꾸준히 먹던..ㅎㅎ
누구 하나 싫어하는 사람없이 너무 맛나게 잘 먹고있네용^^
한 번에 먹을 적당한 양으로 포장이 되어있어 더욱 좋아요♡
개별포장 위생적인게 넘 맘에 들어요♡♡
외출할 때 한두개 챙겨가기도 좋아요^^

우리 아이들과 신랑도 좋아하는 간식이에요~
조금 짠 맛이 있어서 식전에는 비추ㅎㅎ
바삭거리고 맛나긴한데.. 부스러기 많이 생겨요ㅋㅋ
우리 애들은 한 번 먹음 온통 부스러기 천지~~


항상 마트에서 직접 사거나 배달을 시켰었는데..
마트 배달도 어짜피 담날이나 그 담날 수령가능해서..
어떤 때엔 쿠팡이 빠를 때가 있어요~*

가격도 마트보다 훨씬 착하구요♡

무겁게 들고 다닐필요없이 집안까지 배송되니 최고에용ㅎㅎ
종류도 다양합니다^^

배송하는 쿠팡맨역시 왕 친절♡♡
전 쿠팡 넘넘 사랑하는 유저~~*

혹, 교환 반품으로 인한 상담도 역시나 친절^^

로켓배송은 일정구매금액 되야해서..
잘 맞춰 구매해야합니다^^
예전엔 9,800원이상이었는데ㅜㅠ

매달 꾸준히 구매하니..
재구매 의사는 당연히 100%-200%!!

각 물건마다 개당, 그람 별 가격비교도 쉽게 할 수 있는게 쿠팡의 아주 큰 장점이종♡♡

다들 맛있는 간식 챙겨가세용^^♡"
3,"참쌀 선과는 오래전부터 아주 유명한 제품이에요
주로 어르신들이 좋아하는 과자쯤으로 알려져 있지만
어르신 뿐만 아니라 남녀노소 누구나 다 좋아해요

왜냐면 이 과자가 참 짭짤하니 맛있거든요
한개를 개봉하면 타원형의 과자 2개가 들어 있는데
한입 혹은 두 입에 쏙 들어가는 크기에요

근데 이게 정말 멈출 수가 없는 맛이라는거..
간장맛 같기도 하고 소금맛 같기도 한 이 맛은
정말 우리 한국인이 가장 좋아하는 간의 세기? 같아요

저 뿐만 아니라 대부분의 사람들이 이거 한자리에서
한개만 까먹지 않을겁니다 ㅎ
한 봉 까면 멈출 수 없느 맛.
절대 멈출 수 없는 맛이에요.

자기 의지로 조절하지 않으면 다 까먹을 수도 있는 맛.
위험한 맛입니다

고소하고 짭잘하고 환상의 맛입니다
가격도 착해서 종종 구매했었는데
오랜만에 구매해서 먹으니 역시나 맛있네요"
4,"2010원

115g (20봉지 × 5.75g)

560 kcal

봉지당 25 kcal

제조국: 중국


=======================================


이 과자 잘 안 시키려고 해요. 손 대면 한봉지 그냥 순삭이거든요. 방금도 열자마자 7봉지 먹었어요. 한 팩에 20봉지 들어있는데... ㅜㅜ

고소하고 짭조름 달콤한게 진짜 중독이에요.

미주엔 왕왕? 브랜드로 들어오는데 대용량으로 사놓으면 며칠 못 가요.

특히 뭐 딴짓하면서 한 개씩 뜯어먹다보면 봉지가 순식간에 비어요. 남는게 없어...

다 좋는데 단점이 하나 있다면 딱딱해서 좀 많이 먹었다 싶은 날엔 입천장 아파요. ㅋㅋㅋ

그리고 중국에서 제조된 상품이라 쌀 원산지 확인이 안된다는게 또 하나의 단점 같네요.

그런거 다 제치고도 가끔 먹고 싶어서 사게 되는 맛 같아요. ㅎㅎㅎ

(다이어트 하시는 분들은 드시지 마세요. 손이랑 머리랑 따로 놉니다. ㅜㅜ)"
5,"이 제품 사서 먹는다고 할매할배 아닙니다ㅠㅠ
제가 이 제품을 종종 구매했었는데
어머니가 그러시네요 할머니 입맛이라고 ㅎ

과자 이름이 그래서 그런가요?
뭐 상관없구 맛있습니다 ㅎㅎ
진짜 어떤 과자보다 핵맛있습니다

초코파이 홈런볼 칙촉 새우깡 포테이토칩 등
쟁쟁한 과자들이 많고 각기 다른 매력이
있지만 항상 생각나는 과자는 이거에요

참쌀 선과..
아니 뭘 넣어서 이리 맛있죠??
단짠은 아니고요
고짠? 고소하고 짭짤한 맛
간장인가요?

한국인의 입맛에 너무 잘 맞는것 같아요
이걸 끊기가 힘들어요
한 봉지만 까먹어야지 했는데
어느새 제 발 옆엔 까까봉지가 수북이 쌓여가요

한번에 4-5개 남기고 다 먹은 적도 있어요
뭔가 살도 안찌는 기분이라 자꾸 먹는 것 같아요

그 어떤 포테이토칩 보다도 맛있어요
너무 맛있어서 멈출 수 없는맛 ㅠㅠ"
6,"오랜만에 쌀과자 구매했는데 이렇게
작은건줄 몰랐네요~
그래도 아이는 오랜만에 먹어서 그런지
맛있다고 잘먹네요~~
단짠단짠 아주 딱좋대요~ ㅋㅋ"
7,찹쌀 설병있었는데 아이가 초록이 다 맛있다고 시켜주었어요^^ 예상보다 많이 맛있어요 ~~ 간식으로 하나씩 꺼내먹으면 좋을 껏 같아요 ㅎㅎ 생각 보다 되게 많이 들어있내요 금방 사라질 것 같아요
8,"대표적인 쌀과자 다들 아시죠.
늘 즐겼던 과자인데 처음으로 쿠팡에 주문 했습니다.
가격이 엄청 싸다 싶었는데 과자의 싸이즈가 적은거네요.
제가 욕심을 부린거죠 큭큭.
조미가 좀 강하게 된 과자입니다.
그야말로 단짠 단짠의 대표 주자입니다.
처음에는 끝맛이 미원 인줄 알았습니다.
크라운 이니까 믿고 먹기는 합니다.
전 이맛의 중독성 강한 면이 좋아요.
건강 생각 하시는 분들께는 추천 안할람니다."
9,맛 만족도 괜찮아요
10,"요즘에 코로나19땜시 밖으로

못나가고 있을때 이렇게 좋은것으로나

구매를 할수가 있어서 좋은것 같아요."
11,맛 만족도 예상보다 맛있어요
12,"♡주문일 2020 0212
♡구입가격2300원
♡제조국 중국
♡용량115
♡제조일 2019 1212
♡사용기한 2020 0911

♡구매동기♡
재구매상품입니다
아들이 좋아하는 과자라서 구매하고 잇어요
짭 쪼름해서 한번 손가면 계속 먹게되는것 같아요
참쌀과자는 쌀과자를 전문으로 생산하고있는 대만의 왕왕그룹과 공동으로 협력 개발한 제품이라고 하네요
잘먹고 다음에도 재구매 하겟습니다"
13,맛 만족도 예상보다 맛있어요
14,"♡주문일 2020 0203
♡구입가격 1870원
♡제조국중국
♡용량115
♡제조일 2019 1211
♡유통기한 2020 0910

♡구매이유♡
재구매 상품입니다
아들이 좋아하는 과자라서 구매하고잇어요
지난번구매햇을때는2300원이엇는데
가격이 내렷네요
짭쪼름해서 자꾸 손이 가네요
참쌀 과자는 쌀과자를 전문으로생산하는 대만의 왕왕그룹과 공도므로 협력 개발한 제품이라고 하네요
잘먹겟습니다"
15,"한번 먹으면 멈출수 없는
마성의 쌀과자
이 제품을 회사가 여러곳인데
이 초록색 포장의 쌀과자가 이곳저곳에서 더 많이 접할수 있고(홈플러스나 슈퍼에는 초록색 회사 제품이 많고
코스트코나 초대형 마트가시면 빨간색 회사 제품이 있습니다)

맛은 이제품이 양념도 더 많이 묻어있달까나 좀더 짭짤 합니다
빨간색 포장의 쌀과자 회사꺼는 좀더 싱겁습니다(양념이 조금 덜 묻은 느낌)
개인적으로는 빨간색 포장의 회사것이 더 좋지만
(양념이 적절한듯 모자란듯 해서 더 안달나게 하는 맛)
쿠팡에는 이 초록색 화사꺼만 파네요
슈퍼에서 파는 기타 다른회사 제품은 비추 입니다
(맛의차이에서 기술의 차이를 느꼈어요)
짭잘한 프링글스를 좋아하신다면
이 초록색 회사의 쌀과자가 입에 잘 맞으실 거에요
바삭하고!
평소 프링글스가 짜서 양념을 털어내고 드셨다면
이 초록색 회사 말고 빨간샏 회사 제춤의 쌀과자 드셔 보세요!
특히 어르신들이 좋아합니다"
16,"마음이 허전하구 혼란스러워 마음의 힐링을 위해
맛있는 과자를 쿠팡 검색창에 검색해보니 다양한
맛있는 과자들이 나와 있는데 그중 사랑하는 우리
가족이 좋아하는 크라운 참쌀 선과가 가장 눈에
띄어 리뷰보고 구입했어용

사랑하는 우리 가족은 다이어트중인데용
단성애자이기도 하구용

그리고 매운맛이 강한 자연스러운 매운맛의 불닭볶음면이나
떡볶이, 닭발, 곱창등을 너무 좋아한답니당

그리고 크라운 참쌀 선과를 좋아한답니당

이것 저것 여러가지 다이어트 식품을 구입해서
먹어봤지만 별다른 효과를 보지 못했는데
크라운 참쌀 선과 맛있게 먹구 무려 6kg정도
체중감량 했네용

물론 아침식사 대용으로 샐러드와 닭가슴살도 먹는데용
샐러드와 닭가슴살도 한몫하는 듯 하네용

그리고 걷기 운동은 필수죵

그러나 요즘은 코로나 바이러스 감염사례가 늘고 있는
것으로 알려져 스마트폰을 통해 헬스앱 설치하여
실내운동으로 대체했네용

요즘 전 세계적으로 코로나19로 인해
비상시국인데 하루빨리 코로나19가 퇴치되어
바이러스 감염 사례가 없는 건강하고 행복한
사회가 되었으면 좋겠습니당

맛있는 과자를 좋아하는 매니아로서
사랑하는 우리 가족에게
크라운 참쌀 선과는
취향저격인 제품이네용

크라운 참쌀 선과는 칼로리가 높아
다이어트의 최대의 적이라고도 하는데용

저 개인적으론 그렇게 생각하지 않아용

브레드 또는 떡 만두등 라면, 짜장면, 고기, 국이나 찌개,
아이스크림, 요구르트 같은 유제품과 커피, 사탕, 패스트푸드,
햄, 소시지등 누룽지, 각종소스, 각종음료등 초콜릿 제품이나
다른 맛있는 과자들을 적절히 잘 활용하면 다이어트에 많은 도움을 받을수 있답니당

브레드 또는 떡 만두등 라면, 짜장면, 고기, 국이나 찌개,
아이스크림, 요구르트 같은 유제품과 커피, 사탕, 패스트푸드, 햄, 소시지등 누룽지, 각종소스, 각종음료등 초콜릿 제품이나 다른 맛있는 과자들을 다이어트의 최대의 적이라고 생각하는건 지나친 편견이라고 생각합니당

개인 각각 몸 체질, 식성에 따라 다를수 있겠지만
저의 경험상으로는 크라운 참쌀 선과는 신의 한수
라 할 정도로 온 국민의 과자이기에 믿고 구매합니당

크라운 참쌀 선과~

너무 맛있어 한번 먹으면 계속 먹게되는 중독적인
맛인데용

체중조절시에 식욕억제를 위해 너무 많은양의
크라운 참쌀 선과는 칼로리가 높아 섭취하지
마십시오

단 주의사항 한가지는 크라운 참쌀 선과를 드실시
목막힘이 있을수 있으니 그럴땐 칼로리 걱정없는
물과함께 섭취하십시오

크라운 참쌀 선과~

맛도 좋구용
포만감도 지속시켜줘
다이어트도 하구용

일석이조의 효과를 보네용

너무 만족해용

그래서

멀리서 떨어져 지내는 사랑하는 우리 남편에게
크라운 참쌀 선과를 보내줬네용

삶에 지치고 힘든 시간을 보내고 있는
사랑하는 우리 남편에게 전화를 걸어
그동안 잘 지내는지 안부를 전해보려구용

지금까지

잘 살아왔다고
잘 버텨냈다고
잘 견뎌왔다고

토닥 ~
토닥 ~

등두드려주고
싶은 오늘이네용

앞으로도

잘 살아갈거라고
잘 버텨낼거라고
잘 견뎌낼거라고

너무도 소중한
우리 남편을 위해
홧 ~팅 하고 싶네용

올 한해는

가장
그토록

소망하고
꿈꿔왔던

사랑하는 우리
가족들과의 만남이

기적처럼
이루어졌음
좋겠구용

꿈을 향해
달려가는

목표를 향해
도전해왔던
모든 일들

작게나마
조금이라도
노력한만큼의

좋은 결실을
맺었으면
좋겠네용

삶에 지치고 힘든 시간을 보내고 있는
사랑하는 우리 남편 ~

크라운 참쌀 선과 맛있게 먹구

다이어트 꼭 성공하여 언제나 건강하고
좀더 행복하고 즐거운 시간을 보내고 ~
조금이라도 더 인간다워질수 있도록
하루 하루를 의미있고 여유있게 즐기면서
살았으면 좋겠어용

사랑하는 우리 남편 홧 ~팅 !

마트나 편의점보다 저렴하여 쿠팡에서 리뷰보고
주문했어용

로켓배송으로 하루만에 도착했구용
파손된것 하나없이 꼼꼼하게 포장되어 안전하게 잘
받았네용

쿠팡맨의 친절하고 빠른배송 진심으로 감사드려용
역시 배송은 쿠팡이 제일인듯용

유통기한은 최근상품으로 보내주셨네용

상자를 열어보니 크라운 참쌀 선과 20p가 가지런히
안전하게 잘 안착해있네용

조심스럽게 그중 하나 크라운 찹쌀 선과를 개봉해 보니

길쭉길쭉한 동그란 모양에 먹음직스런 연한 브라운
컬러를 지닌 먹는이로 하여금 충분히 행복한 미소를
짓게하는 비주얼이네용

한입 깊게 베어물면

국내 제과업계 최초로 식약처 '우수 수입업소'로 등록된
크라운 제과의 제품으로 쌀과자를 전문으로 생산하고
있는 대만의 왕왕그룹과 공동으로 협력개발한 제품으로
맛좋은 쌀은 사양토에서 물이 맑고 주야의 온도차가 큰곳
북위 40도 이상의 지역에서 생산하는 맛좋은 쌀만을
사용한 참쌀 선과의 바삭바삭한 식감과 고소하고 짭쪼롬한
감칠맛의 풍미가 입안가득 번지네용

맛있네용

용량은 115g 20p
많은 양이네용
양이 많아 좋네용

느끼하지 않네용

먹으면 먹을수록
맛있네용

먹다보니
어느새
두봉지를 먹었네용

다이어트 하기 힘들겠네용

너무 맛있어
한번 먹으면 계속 먹게되는
중독적인 맛이네용

다 먹구
재주문 의사 있어용

지치고 바쁜 일상속에서 크라운 참쌀 선과와 함께
잠시 쉬어가는 티타임을 가져보는건 어떨까용?

사랑하는 연인에게 친구에게 크라운 참쌀 선과로
마음을 전해보는건 어떨까용?

출출할때나 배고플때
남녀노소 누구나 즐길수 있는 국민간식!

담백한 우유나 감미로운 커피 또는 각종 음료등과 함께
곁들이시면 더욱 더 맛의 풍미를 즐기실수 있답니당

낱개포장이어서 외출시에도 간편하게 휴대하며 즐길수
있어 좋아용

지금은 크라운 참쌀 선과 없으면
제 인생의 아무런 의미가 없어용

출출할때나 배고플때, 마음이 울적할때나 기분전환이
필요할때, 늦은밤 야식이 생각날때

주위에서 많이 먹지만 내입맛에 딱 맞는 맛있는 과자를
찾을때

집에서나, 직장에서나, 학교에서, 야외활동 캠핑 및 여행갈때
크라운 참쌀 선과와 언제나 함께해용

참쌀 선과 좋아하는 우리가족필수품이예용

한박스 더 주문해야겠어용

크라운 참쌀 선과를 살까 고민하다가 망설이는 분이
계시면 망설임없이 구입하세용

후회없으실겁니당

일단 한번 구입해보세용

소중한분들께 부담없이 선물해도 좋을듯용

주위에서 많이 먹지만 내입맛에 딱 맞는 맛있는 과자를
찾으시는분께

적극 추천합니당

예전에는 너무 힘들게 살았는데
지금은 맛있는 과자가 너무 발달되어
매우 행복한시대를 살고있어 다행이예용

이렇게 행복한 시대를 살면서도
왜그리 현실에 만족하지 못하고
불평불만속에서 살아왔는지

우리 모두 행복하게 살아용 ~~

이 아름다운 세상에 태어난 것을
가장 큰 축복으로 생각하며

작고 소소한 일에 감사하고

이 세상의 모든 사물을
아름다운 시선으로 바라볼줄 알며

나 가진만큼 만족하고
남의것 탐하지도 보지도 아니하고
누구하나 마음 아프게 아니하고

물흐르듯 ~~
구름가듯 ~~

그냥
그렇게

사랑하며
살아용 ~~우리 모두 ♡

앞으로도 변함없는 크라운 참쌀 선과 사랑 꾸준히
계속 이어질것 같네용

좋은상품 좋은가격 진심으로 감사드려용

앞으로도 품질좋고 안전한 먹거리로 소비자들에게
가까이 전달될수 있기를 바랍니당

앞으로 하시는 사업 더욱 번창하시길 바래용

크라운 참쌀 선과 ♡

감사합니당 ~ ♡"
